번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
60,019550,SBI인베스트먼트,116402,신탁업 및 집합투자업,"162,066,575","83,533,287,500",500,원(KRW)
61,950110,SBI핀테크솔루션즈,105802,소프트웨어 개발 및 공급업,"24,656,540",0,0,일본엔(JPY)
62,046140,SBS콘텐츠허브,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","21,463,555","10,731,777,500",500,원(KRW)
63,036120,SCI평가정보,106309,기타 정보 서비스업,"35,500,000","17,750,000,000",500,원(KRW)
64,099220,SDN,074605,기계장비 및 관련 물품 도매업,"46,305,180","23,152,590,000",500,원(KRW)
65,036540,SFA반도체,032601,반도체 제조업,"142,292,274","71,403,437,000",500,원(KRW)
66,255220,SG,032309,기타 비금속 광물제품 제조업,"36,720,027","3,672,002,700",100,원(KRW)
67,040610,SG&G,033003,자동차 신품 부품 제조업,"34,087,196","17,043,598,000",500,원(KRW)
68,049470,SGA,105802,소프트웨어 개발 및 공급업,"48,362,249","48,362,249,000","1,000",원(KRW)
69,184230,SGA솔루션즈,105802,소프트웨어 개발 및 공급업,"36,676,033","3,667,603,300",100,원(KRW)
70,307070,SK4호스팩,116601,금융 지원 서비스업,"5,160,000","516,000,000",100,원(KRW)
71,337450,SK5호스팩,116601,금융 지원 서비스업,"4,310,000","431,000,000",100,원(KRW)
72,057500,SKC 솔믹스,032602,전자부품 제조업,"61,494,040","30,747,020,000",500,원(KRW)
73,178920,SKC코오롱PI,032202,플라스틱제품 제조업,"29,366,322","14,683,161,000",500,원(KRW)
74,036490,SK머티리얼즈,032001,기초 화학물질 제조업,"10,547,673","5,273,836,500",500,원(KRW)
75,052260,SK바이오랜드,032004,기타 화학제품 제조업,"15,000,000","7,500,000,000",500,원(KRW)
76,048550,SM C&C,137103,광고업,"94,061,026","47,030,513,000",500,원(KRW)
77,063440,SM Life Design,031802,기록매체 복제업,"45,029,154","22,874,577,000",500,원(KRW)
78,950180,SNK,105802,소프트웨어 개발 및 공급업,"21,061,800",0,0,일본엔(JPY)
79,289080,SV인베스트먼트,116409,기타 금융업,"53,234,000","26,617,000,000",500,원(KRW)
80,089230,THE E&M,106309,기타 정보 서비스업,"114,135,272","11,413,527,200",100,원(KRW)
81,161570,THE MIDONG,032605,영상 및 음향기기 제조업,"13,791,786","6,895,893,000",500,원(KRW)
82,032540,TJ미디어,032605,영상 및 음향기기 제조업,"13,931,609","6,965,804,500",500,원(KRW)
83,048770,TPC,032901,일반 목적용 기계 제조업,"13,429,618","6,714,809,000",500,원(KRW)
84,246690,TS인베스트먼트,116402,신탁업 및 집합투자업,"22,421,004","11,210,502,000",500,원(KRW)
85,038340,UCI,168505,일반 교습 학원,"33,115,421","16,607,710,500",500,원(KRW)
86,073570,WI,032902,특수 목적용 기계 제조업,"14,241,730","7,120,865,000",500,원(KRW)
87,052300,W홀딩컴퍼니,085209,기타 운송관련 서비스업,"172,336,402","17,233,640,200",100,원(KRW)
88,057030,YBM넷,168507,교육지원 서비스업,"16,312,697","8,156,348,500",500,원(KRW)
89,040300,YTN,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","42,000,000","42,000,000,000","1,000",원(KRW)
90,051390,YW,074608,상품 종합 도매업,"11,355,368","5,677,684,000",500,원(KRW)
91,052220,iMBC,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","23,000,000","11,500,000,000",500,원(KRW)
92,079940,가비아,105802,소프트웨어 개발 및 공급업,"13,535,684","6,767,842,000",500,원(KRW)
93,078890,가온미디어,032604,통신 및 방송 장비 제조업,"14,784,585","7,392,292,500",500,원(KRW)
94,192410,감마누,032604,통신 및 방송 장비 제조업,"24,435,800","12,217,900,000",500,원(KRW)
95,217730,강스템바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"20,869,437","10,434,718,500",500,원(KRW)
96,114190,강원,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","17,443,674","8,721,837,000",500,원(KRW)
97,094480,갤럭시아컴즈,105802,소프트웨어 개발 및 공급업,"39,229,838","19,614,919,000",500,원(KRW)
98,063080,게임빌,105802,소프트웨어 개발 및 공급업,"6,595,192","3,297,596,000",500,원(KRW)
99,039240,경남스틸,032401,1차 철강 제조업,"25,000,000","2,500,000,000",100,원(KRW)
100,053950,경남제약,032102,의약품 제조업,"17,053,462","8,526,731,000",500,원(KRW)
101,011040,경동제약,032102,의약품 제조업,"26,550,000","13,575,000,000",500,원(KRW)
102,024910,경창산업,033003,자동차 신품 부품 제조업,"35,819,005","17,909,502,500",500,원(KRW)
103,198440,고려시멘트,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","31,979,960","3,197,996,000",100,원(KRW)
104,049720,고려신용정보,147509,기타 사업지원 서비스업,"14,300,000","7,150,000,000",500,원(KRW)
105,014570,고려제약,032102,의약품 제조업,"11,000,000","5,500,000,000",500,원(KRW)
106,098460,고영,032902,특수 목적용 기계 제조업,"13,728,951","6,864,475,500",500,원(KRW)
107,038530,골드퍼시픽,074604,생활용품 도매업,"33,858,959","16,929,479,500",500,원(KRW)
108,900280,골든센츄리,116409,기타 금융업,"158,780,000","31,756,000",0.2,미국달러(USD)
109,215000,골프존,105802,소프트웨어 개발 및 공급업,"6,275,415","3,137,707,500",500,원(KRW)
110,121440,골프존뉴딘홀딩스,074601,상품 중개업,"42,836,818","21,418,409,000",500,원(KRW)
111,014200,광림,033001,자동차용 엔진 및 자동차 제조업,"52,922,234","26,461,117,000",500,원(KRW)
112,026910,광진실업,032401,1차 철강 제조업,"6,405,405","3,202,702,500",500,원(KRW)
113,090150,광진윈텍,033003,자동차 신품 부품 제조업,"9,658,393","4,829,196,500",500,원(KRW)
114,267320,교보7호스팩,116601,금융 지원 서비스업,"4,020,000","402,000,000",100,원(KRW)
115,307280,교보8호스팩,116601,금융 지원 서비스업,"3,720,000","372,000,000",100,원(KRW)
116,331520,교보9호스팩,116601,금융 지원 서비스업,"3,880,000","388,000,000",100,원(KRW)
117,053270,구영테크,033003,자동차 신품 부품 제조업,"26,394,174","13,197,087,000",500,원(KRW)
118,066620,국보디자인,064204,실내건축 및 건축마무리 공사업,"7,500,000","3,750,000,000",500,원(KRW)
119,043650,국순당,031101,알코올음료 제조업,"17,858,304","8,929,152,000",500,원(KRW)
120,006050,국영지앤엠,032301,유리 및 유리제품 제조업,"34,895,243","17,447,621,500",500,원(KRW)
121,060480,국일신동,032402,1차 비철금속 제조업,"11,090,000","5,545,000,000",500,원(KRW)
122,078130,국일제지,031709,기타 종이 및 판지 제품 제조업,"123,154,517","12,315,451,700",100,원(KRW)
123,204020,그리티,031401,봉제의복 제조업,"20,147,430","10,393,049,000",500,원(KRW)
124,186230,그린플러스,032402,1차 비철금속 제조업,"4,823,871","2,411,935,500",500,원(KRW)
125,900070,글로벌에스엠,116409,기타 금융업,"53,743,968","26,871,984",0.5,미국달러(USD)
126,204620,글로벌텍스프리,116601,금융 지원 서비스업,"37,254,218","18,627,109,000",500,원(KRW)
127,019660,글로본,074608,상품 종합 도매업,"29,083,136","14,541,568,000",500,원(KRW)
128,032860,글로스퍼랩스,053803,"해체, 선별 및 원료 재생업","73,558,840","36,779,420,000",500,원(KRW)
129,053260,금강철강,032401,1차 철강 제조업,"18,720,000","9,860,000,000",500,원(KRW)
130,036190,금화피에스시,064203,전기 및 통신 공사업,"6,000,000","3,000,000,000",500,원(KRW)
131,049080,기가레인,032902,특수 목적용 기계 제조업,"52,276,120","26,138,060,000",500,원(KRW)
132,035460,기산텔레콤,032604,통신 및 방송 장비 제조업,"14,577,340","7,288,670,000",500,원(KRW)
133,308100,까스텔바작,074704,"섬유, 의복, 신발 및 가죽제품 소매업","6,596,700","3,298,350,000",500,원(KRW)
134,187790,나노,032001,기초 화학물질 제조업,"25,797,855","12,898,927,500",500,원(KRW)
135,286750,나노브릭,032001,기초 화학물질 제조업,"4,560,103","4,560,103,000","1,000",원(KRW)
136,151910,나노스,032602,전자부품 제조업,"148,625,347","14,862,534,700",100,원(KRW)
137,121600,나노신소재,032004,기타 화학제품 제조업,"10,848,333","5,424,166,500",500,원(KRW)
138,039860,나노엔텍,032701,의료용 기기 제조업,"26,532,807","13,266,403,500",500,원(KRW)
139,091970,나노캠텍,032202,플라스틱제품 제조업,"25,705,129","12,852,564,500",500,원(KRW)
140,051490,나라엠앤디,032902,특수 목적용 기계 제조업,"14,200,000","7,230,000,000",500,원(KRW)
141,190510,나무가,032602,전자부품 제조업,"3,434,185","1,914,832,000",500,원(KRW)
142,242040,나무기술,105802,소프트웨어 개발 및 공급업,"29,137,820","2,913,782,000",100,원(KRW)
143,089600,나스미디어,137103,광고업,"8,754,691","4,557,703,000",500,원(KRW)
144,293580,나우IB,116409,기타 금융업,"9,480,000","47,400,000,000","5,000",원(KRW)
145,138610,나이벡,032103,의료용품 및 기타 의약 관련제품 제조업,"9,902,979","4,951,489,500",500,원(KRW)
146,130580,나이스디앤비,147509,기타 사업지원 서비스업,"15,400,000","7,700,000,000",500,원(KRW)
147,036800,나이스정보통신,106102,전기 통신업,"10,000,000","5,000,000,000",500,원(KRW)
148,082660,나인컴플렉스,032604,통신 및 방송 장비 제조업,"21,385,834","10,692,917,000",500,원(KRW)
149,111710,남화산업,189101,스포츠 서비스업,"20,588,000","4,117,600,000",200,원(KRW)
150,091590,남화토건,064101,건물 건설업,"11,740,000","5,870,000,000",500,원(KRW)
151,168330,내츄럴엔도텍,137001,자연과학 및 공학 연구개발업,"20,665,822","10,332,911,000",500,원(KRW)
152,253590,네오셈,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","37,536,388","3,753,638,800",100,원(KRW)
153,212560,네오오토,033003,자동차 신품 부품 제조업,"7,874,963","3,937,481,500",500,원(KRW)
154,095660,네오위즈,105802,소프트웨어 개발 및 공급업,"21,915,008","10,957,504,000",500,원(KRW)
155,042420,네오위즈홀딩스,105802,소프트웨어 개발 및 공급업,"8,856,866","4,653,433,000",500,원(KRW)
156,311390,네오크레마,031007,기타 식품 제조업,"7,291,991","3,645,995,500",500,원(KRW)
157,085910,네오티스,033003,자동차 신품 부품 제조업,"11,013,678","5,506,839,000",500,원(KRW)
158,092730,네오팜,032004,기타 화학제품 제조업,"8,207,361","4,103,680,500",500,원(KRW)
159,290660,네오펙트,032701,의료용 기기 제조업,"11,931,045","5,965,522,500",500,원(KRW)
160,153460,네이블커뮤니케이션즈,105802,소프트웨어 개발 및 공급업,"6,530,014","3,265,007,000",500,원(KRW)
161,007390,네이처셀,032101,기초 의약물질 및 생물학적 제제 제조업,"61,190,399","30,595,199,500",500,원(KRW)
162,033640,네패스,032601,반도체 제조업,"23,059,202","11,629,601,000",500,원(KRW)
163,089140,넥스턴,032301,유리 및 유리제품 제조업,"11,846,520","5,923,260,000",500,원(KRW)
164,065170,넥스트BT,074603,음·식료품 및 담배 도매업,"61,906,025","30,953,012,500",500,원(KRW)
165,137940,넥스트아이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","77,116,173","7,927,357,300",100,원(KRW)
166,041140,넥슨지티,105802,소프트웨어 개발 및 공급업,"35,373,322","17,686,661,000",500,원(KRW)
167,217270,넵튠,105802,소프트웨어 개발 및 공급업,"23,370,146","11,685,073,000",500,원(KRW)
168,225570,넷게임즈,105802,소프트웨어 개발 및 공급업,"28,838,832","14,419,416,000",500,원(KRW)
169,104620,노랑풍선,147502,여행사 및 기타 여행보조 서비스업,"4,765,650","2,382,825,000",500,원(KRW)
170,194700,노바렉스,031007,기타 식품 제조업,"9,003,740","4,501,870,000",500,원(KRW)
171,285490,노바텍,033309,그외 기타 제품 제조업,"5,016,338","2,508,169,000",500,원(KRW)
172,278650,노터스,137001,자연과학 및 공학 연구개발업,"7,377,020","737,702,000",100,원(KRW)
173,144510,녹십자랩셀,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,554,054","5,277,027,000",500,원(KRW)
174,031390,녹십자셀,032101,기초 의약물질 및 생물학적 제제 제조업,"12,111,150","6,055,575,000",500,원(KRW)
175,142280,녹십자엠에스,032103,의료용품 및 기타 의약 관련제품 제조업,"21,117,283","10,558,641,500",500,원(KRW)
176,234690,녹십자웰빙,032102,의약품 제조업,"17,752,276","8,876,138,000",500,원(KRW)
177,065560,녹원씨엔아이,031801,인쇄 및 인쇄관련 산업,"16,138,934","8,160,046,500",500,원(KRW)
178,054050,농우바이오,010101,작물 재배업,"16,030,561","8,015,280,500",500,원(KRW)
179,040160,누리텔레콤,105802,소프트웨어 개발 및 공급업,"12,055,535","6,027,767,500",500,원(KRW)
180,069140,누리플랜,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","5,473,325","2,736,662,500",500,원(KRW)
181,126870,뉴로스,032901,일반 목적용 기계 제조업,"22,661,448","11,330,724,000",500,원(KRW)
182,060260,뉴보텍,032202,플라스틱제품 제조업,"33,433,750","16,716,875,000",500,원(KRW)
183,012340,뉴인텍,032602,전자부품 제조업,"30,044,502","15,022,251,000",500,원(KRW)
184,214870,뉴지랩,032604,통신 및 방송 장비 제조업,"24,780,651","12,390,325,500",500,원(KRW)
185,270870,뉴트리,031007,기타 식품 제조업,"9,072,724","4,536,362,000",500,원(KRW)
186,144960,뉴파워프라즈마,032902,특수 목적용 기계 제조업,"41,251,685","4,125,168,500",100,원(KRW)
187,900100,뉴프라이드,074502,자동차 부품 및 내장품 판매업,"102,339,011","307,017",0.003,미국달러(USD)
188,085670,뉴프렉스,032602,전자부품 제조업,"21,156,039","10,578,019,500",500,원(KRW)
189,119860,다나와,105802,소프트웨어 개발 및 공급업,"13,074,822","6,537,411,000",500,원(KRW)
190,064260,다날,105802,소프트웨어 개발 및 공급업,"61,763,715","30,881,857,500",500,원(KRW)
191,093640,다믈멀티미디어,032601,반도체 제조업,"10,798,536","5,399,268,000",500,원(KRW)
192,039560,다산네트웍스,032604,통신 및 방송 장비 제조업,"32,078,288","17,267,606,500",500,원(KRW)
193,032190,다우데이타,074605,기계장비 및 관련 물품 도매업,"38,300,000","19,150,000,000",500,원(KRW)
194,068240,다원시스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","26,932,183","13,466,091,500",500,원(KRW)
195,020400,대동금속,032403,금속 주조업,"2,576,939","2,576,939,000","1,000",원(KRW)
196,008830,대동기어,032902,특수 목적용 기계 제조업,"8,987,520","4,493,760,000",500,원(KRW)
197,048470,대동스틸,032401,1차 철강 제조업,"10,000,000","5,000,000,000",500,원(KRW)
198,004780,대륙제관,032509,기타 금속 가공제품 제조업,"15,903,199","7,951,599,500",500,원(KRW)
199,017650,대림제지,031709,기타 종이 및 판지 제품 제조업,"45,000,000","4,500,000,000",100,원(KRW)
200,007720,대명코퍼레이션,074608,상품 종합 도매업,"100,800,450","50,400,225,000",500,원(KRW)
201,317850,대모,032902,특수 목적용 기계 제조업,"8,324,420","4,162,210,000",500,원(KRW)
202,290670,대보마그네틱,032809,기타 전기장비 제조업,"6,453,276","3,226,638,000",500,원(KRW)
203,078140,대봉엘에스,032102,의약품 제조업,"11,086,579","5,543,289,500",500,원(KRW)
204,036480,대성미생물,032102,의약품 제조업,"3,800,000","1,900,000,000",500,원(KRW)
205,025440,대성엘텍,032605,영상 및 음향기기 제조업,"99,661,343","49,830,671,500",500,원(KRW)
206,027830,대성창투,116402,신탁업 및 집합투자업,"40,000,000","20,000,000,000",500,원(KRW)
207,104040,대성파인텍,033003,자동차 신품 부품 제조업,"31,301,281","3,130,128,100",100,원(KRW)
208,307750,대신밸런스제6호스팩,116601,금융 지원 서비스업,"5,010,000","501,000,000",100,원(KRW)
209,332290,대신밸런스제7호스팩,116601,금융 지원 서비스업,"5,205,000","520,500,000",100,원(KRW)
210,336570,대신밸런스제8호스팩,116601,금융 지원 서비스업,"5,610,000","561,000,000",100,원(KRW)
211,020180,대신정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","38,428,915","19,214,457,500",500,원(KRW)
212,045390,대아티아이,032809,기타 전기장비 제조업,"71,151,522","7,115,152,200",100,원(KRW)
213,108380,대양전기공업,033101,선박 및 보트 건조업,"9,567,333","4,783,666,500",500,원(KRW)
214,006580,대양제지,031701,"펄프, 종이 및 판지 제조업","26,850,000","13,425,000,000",500,원(KRW)
215,007680,대원,064101,건물 건설업,"11,077,398","5,538,699,000",500,원(KRW)
216,048910,대원미디어,074607,기타 전문 도매업,"12,578,946","6,319,473,000",500,원(KRW)
217,005710,대원산업,033003,자동차 신품 부품 제조업,"20,037,600","10,018,800,000",500,원(KRW)
218,290380,대유,032003,"비료, 농약 및 살균, 살충제 제조업","9,052,400","4,526,200,000",500,원(KRW)
219,290120,대유에이피,033003,자동차 신품 부품 제조업,"10,884,000","5,442,000,000",500,원(KRW)
220,120240,대정화금,032001,기초 화학물질 제조업,"7,100,391","3,550,195,500",500,원(KRW)
221,003310,대주산업,031008,동물용 사료 및 조제식품 제조업,"35,392,350","18,696,175,000",500,원(KRW)
222,078600,대주전자재료,032602,전자부품 제조업,"14,551,225","7,275,612,500",500,원(KRW)
223,096350,대창솔루션,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","160,428,627","16,042,862,700",100,원(KRW)
224,140520,대창스틸,032401,1차 철강 제조업,"20,000,000","10,000,000,000",500,원(KRW)
225,131220,대한과학,074605,기계장비 및 관련 물품 도매업,"7,454,490","3,727,245,000",500,원(KRW)
226,010170,대한광통신,032803,절연선 및 케이블 제조업,"73,741,625","36,870,812,500",500,원(KRW)
227,054670,대한뉴팜,032102,의약품 제조업,"14,354,920","7,177,460,000",500,원(KRW)
228,023910,대한약품,032102,의약품 제조업,"6,000,000","3,000,000,000",500,원(KRW)
229,021040,대호피앤씨,032401,1차 철강 제조업,"73,112,826","38,677,646,000",500,원(KRW)
230,067080,대화제약,032102,의약품 제조업,"18,224,974","9,112,487,000",500,원(KRW)
231,035290,더블유에프엠,105801,"서적, 잡지 및 기타 인쇄물 출판업","2,570,137","1,285,068,500",500,원(KRW)
232,213420,덕산네오룩스,032602,전자부품 제조업,"24,010,012","4,802,002,400",200,원(KRW)
233,317330,덕산테코피아,032004,기타 화학제품 제조업,"18,377,428","9,188,714,000",500,원(KRW)
234,077360,덕산하이메탈,032601,반도체 제조업,"22,718,501","4,543,700,200",200,원(KRW)
235,090410,덕신하우징,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","41,566,024","4,156,602,400",100,원(KRW)
236,263600,덕우전자,032602,전자부품 제조업,"15,930,310","8,037,610,500",500,원(KRW)
237,194480,데브시스터즈,105802,소프트웨어 개발 및 공급업,"11,204,370","5,602,185,000",500,원(KRW)
238,263800,데이타솔루션,074605,기계장비 및 관련 물품 도매업,"15,768,580","7,884,290,000",500,원(KRW)
239,139050,데일리블록체인,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","49,391,439","24,695,719,500",500,원(KRW)
240,206560,덱스터,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","24,657,529","12,328,764,500",500,원(KRW)
241,067990,도이치모터스,074501,자동차 판매업,"28,037,345","14,018,672,500",500,원(KRW)
242,006620,동구바이오제약,032102,의약품 제조업,"9,604,000","4,802,000,000",500,원(KRW)
243,100130,동국S&C,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","57,143,000","28,571,500,000",500,원(KRW)
244,005160,동국산업,032401,1차 철강 제조업,"54,244,482","54,244,482,000","1,000",원(KRW)
245,075970,동국알앤에스,032309,기타 비금속 광물제품 제조업,"18,400,000","18,400,000,000","1,000",원(KRW)
246,086450,동국제약,032102,의약품 제조업,"8,892,000","22,230,000,000","2,500",원(KRW)
247,099410,동방선기,033101,선박 및 보트 건조업,"13,541,002","6,770,501,000",500,원(KRW)
248,281740,동부스팩5호,116601,금융 지원 서비스업,"4,840,000","484,000,000",100,원(KRW)
249,033500,동성화인텍,032001,기초 화학물질 제조업,"26,983,609","13,821,804,500",500,원(KRW)
250,025950,동신건설,064102,토목 건설업,"8,400,000","4,200,000,000",500,원(KRW)
251,088130,동아엘텍,032902,특수 목적용 기계 제조업,"10,662,938","5,575,148,000",500,원(KRW)
252,041930,동아화성,032201,고무제품 제조업,"15,800,000","8,000,000,000",500,원(KRW)
253,060380,동양에스텍,032401,1차 철강 제조업,"10,000,000","5,000,000,000",500,원(KRW)
254,079960,동양이엔피,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","7,860,000","3,930,000,000",500,원(KRW)
255,228340,동양파일,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","20,000,000","10,000,000,000",500,원(KRW)
256,104460,동양피엔에프,032901,일반 목적용 기계 제조업,"10,713,625","5,356,812,500",500,원(KRW)
257,088910,동우팜투테이블,031001,"도축, 육류 가공 및 저장 처리업","25,831,764","12,915,882,000",500,원(KRW)
258,094170,동운아나텍,032601,반도체 제조업,"15,454,648","7,923,507,000",500,원(KRW)
259,013120,동원개발,064101,건물 건설업,"90,808,100","45,404,050,000",500,원(KRW)
260,109860,동일금속,032403,금속 주조업,"7,000,000","3,500,000,000",500,원(KRW)
261,032960,동일기연,032602,전자부품 제조업,"3,284,246","4,892,123,000",500,원(KRW)
262,023790,동일철강,032401,1차 철강 제조업,"7,345,085","3,672,542,500",500,원(KRW)
263,005290,동진쎄미켐,032001,기초 화학물질 제조업,"51,414,494","25,707,247,000",500,원(KRW)
264,025900,동화기업,031602,나무제품 제조업,"20,198,382","10,599,191,000",500,원(KRW)
265,078590,두올산업,033003,자동차 신품 부품 제조업,"58,246,528","11,649,305,600",200,원(KRW)
266,073190,듀오백,033201,가구 제조업,"11,968,040","5,984,020,000",500,원(KRW)
267,030350,드래곤플라이,105802,소프트웨어 개발 및 공급업,"16,008,491","8,004,245,500",500,원(KRW)
268,203650,드림시큐리티,105802,소프트웨어 개발 및 공급업,"50,605,754","5,060,575,400",100,원(KRW)
269,060570,드림어스컴퍼니,074607,기타 전문 도매업,"56,859,847","28,429,923,500",500,원(KRW)
270,217620,디딤,095601,음식점업,"37,001,905","3,700,190,500",100,원(KRW)
271,187870,디바이스이엔지,032902,특수 목적용 기계 제조업,"6,782,000","3,391,000,000",500,원(KRW)
272,066670,디스플레이텍,032602,전자부품 제조업,"18,691,918","9,345,959,000",500,원(KRW)
273,110990,디아이티,032902,특수 목적용 기계 제조업,"18,900,000","1,890,000,000",100,원(KRW)
274,263690,디알젬,032701,의료용 기기 제조업,"11,325,610","5,662,805,000",500,원(KRW)
275,214680,디알텍,032701,의료용 기기 제조업,"48,975,822","4,897,582,200",100,원(KRW)
276,263720,디앤씨미디어,105801,"서적, 잡지 및 기타 인쇄물 출판업","12,275,111","6,137,555,500",500,원(KRW)
277,109740,디에스케이,032902,특수 목적용 기계 제조업,"20,354,763","10,177,381,500",500,원(KRW)
278,033430,디에스티,032902,특수 목적용 기계 제조업,"64,191,253","6,419,125,300",100,원(KRW)
279,131030,디에이치피코리아,032102,의약품 제조업,"16,564,797","8,282,398,500",500,원(KRW)
280,196490,디에이테크놀로지,032902,특수 목적용 기계 제조업,"57,465,522","28,732,761,000",500,원(KRW)
281,066900,디에이피,032602,전자부품 제조업,"22,744,503","11,372,251,500",500,원(KRW)
282,127120,디엔에이링크,137001,자연과학 및 공학 연구개발업,"11,869,981","5,934,990,500",500,원(KRW)
283,092070,디엔에프,032004,기타 화학제품 제조업,"10,761,828","5,380,914,000",500,원(KRW)
284,134580,디엠티,032604,통신 및 방송 장비 제조업,"11,250,000","5,625,000,000",500,원(KRW)
285,039840,디오,032701,의료용 기기 제조업,"15,523,602","7,761,801,000",500,원(KRW)
286,196450,디오스텍,032703,사진장비 및 광학기기 제조업,"135,970,735","27,194,147,000",200,원(KRW)
287,079810,디이엔티,032902,특수 목적용 기계 제조업,"12,424,935","6,212,467,500",500,원(KRW)
288,227100,디자인,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2,660,910","1,330,455,000",500,원(KRW)
289,113810,디젠스,033003,자동차 신품 부품 제조업,"32,628,051","16,314,025,500",500,원(KRW)
290,043360,디지아이,032603,컴퓨터 및 주변장치 제조업,"9,000,000","4,500,000,000",500,원(KRW)
291,197140,디지캡,105802,소프트웨어 개발 및 공급업,"7,391,722","3,695,861,000",500,원(KRW)
292,106520,디지탈옵틱,032703,사진장비 및 광학기기 제조업,"91,462,617","45,731,308,500",500,원(KRW)
293,068930,디지털대성,168505,일반 교습 학원,"22,557,223","11,278,611,500",500,원(KRW)
294,033130,디지틀조선,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","37,115,267","18,557,633,500",500,원(KRW)
295,033310,디케이디앤아이,032509,기타 금속 가공제품 제조업,"21,972,411","10,986,205,500",500,원(KRW)
296,105740,디케이락,032901,일반 목적용 기계 제조업,"8,449,912","4,224,956,000",500,원(KRW)
297,263020,디케이앤디,032202,플라스틱제품 제조업,"7,763,202","3,881,601,000",500,원(KRW)
298,290550,디케이티,032602,전자부품 제조업,"8,231,333","4,115,666,500",500,원(KRW)
299,187220,디티앤씨,137209,기타 과학기술 서비스업,"10,951,507","5,475,753,500",500,원(KRW)
300,131180,딜리,032603,컴퓨터 및 주변장치 제조업,"29,350,000","2,935,000,000",100,원(KRW)
301,317120,라닉스,032601,반도체 제조업,"9,435,500","4,794,670,000",500,원(KRW)
302,042510,라온시큐어,105802,소프트웨어 개발 및 공급업,"31,809,612","15,904,806,000",500,원(KRW)
303,300120,라온피플,105802,소프트웨어 개발 및 공급업,"10,308,756","5,154,378,000",500,원(KRW)
304,036170,라이브파이낸셜,032601,반도체 제조업,"39,116,090","39,116,090,000","1,000",원(KRW)
305,050120,라이브플렉스,074604,생활용품 도매업,"83,088,255","42,815,711,000",500,원(KRW)
306,171120,라이온켐텍,032004,기타 화학제품 제조업,"18,358,538","9,179,269,000",500,원(KRW)
307,069540,라이트론,032604,통신 및 방송 장비 제조업,"14,331,549","7,165,774,500",500,원(KRW)
308,214260,라파스,032004,기타 화학제품 제조업,"8,343,416","4,171,708,000",500,원(KRW)
309,171010,램테크놀러지,032001,기초 화학물질 제조업,"11,571,530","5,785,765,000",500,원(KRW)
310,084650,랩지노믹스,137001,자연과학 및 공학 연구개발업,"10,410,482","5,205,241,000",500,원(KRW)
311,217500,러셀,032902,특수 목적용 기계 제조업,"31,812,000","3,181,200,000",100,원(KRW)
312,033600,럭슬,033003,자동차 신품 부품 제조업,"40,828,103","20,414,051,500",500,원(KRW)
313,141080,레고켐바이오,137001,자연과학 및 공학 연구개발업,"10,721,939","5,360,969,500",500,원(KRW)
314,060300,레드로버,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","55,637,698","27,818,849,000",500,원(KRW)
315,038390,레드캡투어,147502,여행사 및 기타 여행보조 서비스업,"8,589,480","4,294,740,000",500,원(KRW)
316,228670,레이,032701,의료용 기기 제조업,"6,653,267","3,326,633,500",500,원(KRW)
317,228850,레이언스,032701,의료용 기기 제조업,"16,591,014","8,295,507,000",500,원(KRW)
318,238120,로고스바이오,032703,사진장비 및 광학기기 제조업,"3,594,724","1,797,362,000",500,원(KRW)
319,215100,로보로보,032809,기타 전기장비 제조업,"17,798,454","1,779,845,400",100,원(KRW)
320,090360,로보스타,032902,특수 목적용 기계 제조업,"9,750,000","4,875,000,000",500,원(KRW)
321,108490,로보티즈,032902,특수 목적용 기계 제조업,"11,251,000","5,625,500,000",500,원(KRW)
322,900260,로스웰,116409,기타 금융업,"141,781,250","43,617,265,221",0,중국위안(CNY)
323,067730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,340,922","4,670,461,000",500,원(KRW)
324,071280,로체시스템즈,032902,특수 목적용 기계 제조업,"15,296,603","7,648,301,500",500,원(KRW)
