번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분
586,036710,심텍홀딩스,032604,통신 및 방송 장비 제조업,"37,789,703","18,894,851,500",500,원(KRW)
587,160980,싸이맥스,032902,특수 목적용 기계 제조업,"10,576,294","5,288,147,000",500,원(KRW)
588,217330,싸이토젠,137001,자연과학 및 공학 연구개발업,"5,633,864","2,816,932,000",500,원(KRW)
589,010280,쌍용정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","40,464,034","40,464,034,000","1,000",원(KRW)
590,122800,썬텍,032403,금속 주조업,"35,153,085","3,515,308,500",100,원(KRW)
591,208640,썸에이지,105802,소프트웨어 개발 및 공급업,"124,921,731","12,492,173,100",100,원(KRW)
592,222420,쎄노텍,032309,기타 비금속 광물제품 제조업,"40,158,175","4,015,817,500",100,원(KRW)
593,037760,쎄니트,032401,1차 철강 제조업,"33,832,921","16,916,460,500",500,원(KRW)
594,136510,쎄미시스코,032902,특수 목적용 기계 제조업,"5,400,000","2,700,000,000",500,원(KRW)
595,099320,쎄트렉아이,033103,"항공기,우주선 및 부품 제조업","7,268,487","3,634,243,500",500,원(KRW)
596,049960,쎌바이오텍,032101,기초 의약물질 및 생물학적 제제 제조업,"9,400,000","4,700,000,000",500,원(KRW)
597,050890,쏠리드,032604,통신 및 방송 장비 제조업,"52,185,175","26,092,587,500",500,원(KRW)
598,066790,씨씨에스,106002,텔레비전 방송업,"91,952,335","45,976,167,500",500,원(KRW)
599,222080,씨아이에스,032902,특수 목적용 기계 제조업,"53,624,705","5,362,470,500",100,원(KRW)
600,264660,씨앤지하이테크,032902,특수 목적용 기계 제조업,"8,405,480","4,202,740,000",500,원(KRW)
601,297090,씨에스베어링,032901,일반 목적용 기계 제조업,"9,461,400","4,730,700,000",500,원(KRW)
602,115530,씨엔플러스,032602,전자부품 제조업,"60,094,725","6,009,472,500",100,원(KRW)
603,225330,씨엠에스에듀,168505,일반 교습 학원,"18,634,628","9,476,384,000",500,원(KRW)
604,115480,씨유메디칼,032701,의료용 기기 제조업,"18,811,326","9,405,663,000",500,원(KRW)
605,096530,씨젠,032103,의료용품 및 기타 의약 관련제품 제조업,"26,234,020","13,117,010,000",500,원(KRW)
606,900120,씨케이에이치,116409,기타 금융업,"110,404,457","5,520,223",0.05,미국달러(USD)
607,101240,씨큐브,032001,기초 화학물질 제조업,"10,138,184","5,069,092,000",500,원(KRW)
608,047920,씨트리,137001,자연과학 및 공학 연구개발업,"13,848,373","6,924,186,500",500,원(KRW)
609,060590,씨티씨바이오,074604,생활용품 도매업,"19,310,522","9,655,261,000",500,원(KRW)
610,260930,씨티케이코스메틱스,032004,기타 화학제품 제조업,"10,122,151","5,061,075,500",500,원(KRW)
611,013990,아가방컴퍼니,074604,생활용품 도매업,"32,887,536","16,443,768,000",500,원(KRW)
612,123860,아나패스,032601,반도체 제조업,"10,127,700","5,063,850,000",500,원(KRW)
613,025980,아난티,189101,스포츠 서비스업,"84,645,004","8,464,500,400",100,원(KRW)
614,058220,아리온,032604,통신 및 방송 장비 제조업,"36,229,223","18,114,611,500",500,원(KRW)
615,125210,아모그린텍,032602,전자부품 제조업,"16,496,790","8,248,395,000",500,원(KRW)
616,052710,아모텍,032602,전자부품 제조업,"9,743,406","4,871,703,000",500,원(KRW)
617,074430,아미노로직스,074607,기타 전문 도매업,"87,826,844","8,782,684,400",100,원(KRW)
618,092040,아미코젠,031007,기타 식품 제조업,"19,207,010","9,603,505,000",500,원(KRW)
619,083930,아바코,032902,특수 목적용 기계 제조업,"15,996,505","7,998,252,500",500,원(KRW)
620,149950,아바텍,032602,전자부품 제조업,"15,607,500","8,153,750,000",500,원(KRW)
621,036010,아비코전자,032602,전자부품 제조업,"13,292,934","6,896,467,000",500,원(KRW)
622,050860,아세아텍,032902,특수 목적용 기계 제조업,"17,500,000","8,750,000,000",500,원(KRW)
623,246720,아스타,032103,의료용품 및 기타 의약 관련제품 제조업,"11,482,523","5,741,261,500",500,원(KRW)
624,067390,아스트,033103,"항공기,우주선 및 부품 제조업","25,679,652","13,091,826,000",500,원(KRW)
625,127710,아시아경제,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","25,508,734","12,754,367,000",500,원(KRW)
626,154030,아시아종묘,010101,작물 재배업,"9,215,539","4,607,769,500",500,원(KRW)
627,227610,아우딘퓨쳐스,032004,기타 화학제품 제조업,"10,000,000","5,000,000,000",500,원(KRW)
628,143160,아이디스,032604,통신 및 방송 장비 제조업,"10,716,390","5,358,195,000",500,원(KRW)
629,054800,아이디스홀딩스,137106,기타 전문 서비스업,"10,347,756","5,173,878,000",500,원(KRW)
630,099190,아이센스,032701,의료용 기기 제조업,"13,737,238","6,868,619,000",500,원(KRW)
631,289010,아이스크림에듀,105801,"서적, 잡지 및 기타 인쇄물 출판업","12,864,037","6,432,018,500",500,원(KRW)
632,214430,아이쓰리시스템,032602,전자부품 제조업,"7,106,760","3,580,660,000",500,원(KRW)
633,040910,아이씨디,032902,특수 목적용 기계 제조업,"17,568,521","8,784,260,500",500,원(KRW)
634,068940,아이씨케이,032602,전자부품 제조업,"31,179,722","6,235,944,400",200,원(KRW)
635,052860,아이앤씨,032601,반도체 제조업,"17,562,554","8,781,277,000",500,원(KRW)
636,069920,아이에스이커머스,074709,무점포 소매업,"25,826,362","12,913,181,000",500,원(KRW)
637,038880,아이에이,032602,전자부품 제조업,"241,417,281","24,141,728,100",100,원(KRW)
638,123010,아이에이네트웍스,032602,전자부품 제조업,"6,899,157","3,449,578,500",500,원(KRW)
639,307180,아이엘사이언스,032804,전구 및 조명장치 제조업,"19,602,273","1,960,227,300",100,원(KRW)
640,101390,아이엠,032602,전자부품 제조업,"42,223,170","21,111,585,000",500,원(KRW)
641,226350,아이엠텍,032602,전자부품 제조업,"38,403,800","19,201,900,000",500,원(KRW)
642,078860,아이오케이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","50,750,542","25,375,271,000",500,원(KRW)
643,114810,아이원스,032902,특수 목적용 기계 제조업,"13,415,919","6,707,959,500",500,원(KRW)
644,031310,아이즈비전,106102,전기 통신업,"15,772,574","7,886,287,000",500,원(KRW)
645,185490,아이진,137001,자연과학 및 공학 연구개발업,"11,488,555","5,744,277,500",500,원(KRW)
646,059100,아이컴포넌트,032602,전자부품 제조업,"7,070,860","3,535,430,000",500,원(KRW)
647,175250,아이큐어,032102,의약품 제조업,"6,446,470","3,223,235,000",500,원(KRW)
648,052460,아이크래프트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,607,936","7,303,968,000",500,원(KRW)
649,119830,아이텍,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,279,294","5,139,647,000",500,원(KRW)
650,124500,아이티센,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","18,606,590","9,303,295,000",500,원(KRW)
651,084850,아이티엠반도체,032602,전자부품 제조업,"22,828,999","11,414,499,500",500,원(KRW)
652,027360,아주IB투자,116409,기타 금융업,"118,714,050","59,357,025,000",500,원(KRW)
653,032080,아즈텍WB,031304,"섬유제품 염색, 정리 및 마무리 가공업","21,491,029","10,745,514,500",500,원(KRW)
654,013310,아진산업,033003,자동차 신품 부품 제조업,"36,607,422","18,303,711,000",500,원(KRW)
655,059120,아진엑스텍,032601,반도체 제조업,"6,945,915","3,472,957,500",500,원(KRW)
656,158430,아톤,105802,소프트웨어 개발 및 공급업,"4,088,005","2,044,002,500",500,원(KRW)
657,067160,아프리카TV,105802,소프트웨어 개발 및 공급업,"11,494,767","5,747,383,500",500,원(KRW)
658,001540,안국약품,032102,의약품 제조업,"13,042,420","6,521,210,000",500,원(KRW)
659,053800,안랩,105802,소프트웨어 개발 및 공급업,"10,013,855","5,182,644,500",500,원(KRW)
660,065660,안트로젠,074607,기타 전문 도매업,"8,650,277","4,325,138,500",500,원(KRW)
661,297570,알로이스,032604,통신 및 방송 장비 제조업,"17,329,414","1,732,941,400",100,원(KRW)
662,260660,알리코제약,032103,의료용품 및 기타 의약 관련제품 제조업,"9,760,575","4,880,287,500",500,원(KRW)
663,131370,알서포트,105802,소프트웨어 개발 및 공급업,"53,267,083","5,326,708,300",100,원(KRW)
664,140670,알에스오토메이션,032602,전자부품 제조업,"9,103,140","4,551,570,000",500,원(KRW)
665,096610,알에프세미,032601,반도체 제조업,"8,120,970","4,060,485,000",500,원(KRW)
666,061040,알에프텍,032604,통신 및 방송 장비 제조업,"21,782,132","10,891,066,000",500,원(KRW)
667,148250,알엔투테크놀로지,032602,전자부품 제조업,"7,037,317","3,518,658,500",500,원(KRW)
668,131100,알이피,074608,상품 종합 도매업,"29,269,084","2,926,908,400",100,원(KRW)
669,196170,알테오젠,137001,자연과학 및 공학 연구개발업,"13,896,750","6,948,375,000",500,원(KRW)
670,123750,알톤스포츠,033109,그외 기타 운송장비 제조업,"12,746,297","6,373,148,500",500,원(KRW)
671,085810,알티캐스트,105802,소프트웨어 개발 및 공급업,"21,223,160","10,987,352,000",500,원(KRW)
672,117670,알파홀딩스,032601,반도체 제조업,"16,362,358","8,181,179,000",500,원(KRW)
673,293780,압타바이오,137001,자연과학 및 공학 연구개발업,"10,881,733","5,440,866,500",500,원(KRW)
674,196300,애니젠,032101,기초 의약물질 및 생물학적 제제 제조업,"5,016,165","2,508,082,500",500,원(KRW)
675,310200,애니플러스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","22,363,037","2,236,303,700",100,원(KRW)
676,205500,액션스퀘어,105802,소프트웨어 개발 및 공급업,"41,332,645","20,666,322,500",500,원(KRW)
677,052790,액토즈소프트,105802,소프트웨어 개발 및 공급업,"11,330,638","5,665,319,000",500,원(KRW)
678,131400,액트,032602,전자부품 제조업,"20,839,763","10,419,881,500",500,원(KRW)
679,290740,액트로,032602,전자부품 제조업,"10,030,011","5,015,005,500",500,원(KRW)
680,238090,앤디포스,032202,플라스틱제품 제조업,"50,899,268","10,179,853,600",200,원(KRW)
681,092600,앤씨앤,032601,반도체 제조업,"20,947,500","10,473,750,000",500,원(KRW)
682,174900,앱클론,032103,의료용품 및 기타 의약 관련제품 제조업,"7,176,000","3,588,000,000",500,원(KRW)
683,255440,야스,032902,특수 목적용 기계 제조업,"13,058,000","6,569,000,000",500,원(KRW)
684,030960,양지사,031801,인쇄 및 인쇄관련 산업,"15,980,000","7,990,000,000",500,원(KRW)
685,102120,어보브반도체,032601,반도체 제조업,"17,459,653","8,729,826,500",500,원(KRW)
686,019990,에너토크,032901,일반 목적용 기계 제조업,"9,756,088","4,878,044,000",500,원(KRW)
687,041440,에버다임,032902,특수 목적용 기계 제조업,"17,915,944","8,957,972,000",500,원(KRW)
688,038680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","16,075,215","8,037,607,500",500,원(KRW)
689,217480,에스디생명공학,032004,기타 화학제품 제조업,"22,415,066","11,207,533,000",500,원(KRW)
690,121890,에스디시스템,032602,전자부품 제조업,"9,047,578","4,523,789,000",500,원(KRW)
691,030270,에스마크,031301,방적 및 가공사 제조업,"7,562,701","3,781,350,500",500,원(KRW)
692,097780,에스맥,032604,통신 및 방송 장비 제조업,"236,805,921","47,361,184,200",200,원(KRW)
693,073070,에스모,033003,자동차 신품 부품 제조업,"101,489,375","10,148,937,500",100,원(KRW)
694,087730,에스모 머티리얼즈,032002,합성고무 및 플라스틱 물질 제조업,"48,776,304","4,877,630,400",100,원(KRW)
695,042110,에스씨디,032805,가정용 기기 제조업,"48,329,564","24,164,782,000",500,원(KRW)
696,065420,에스아이리소스,020501,석탄 광업,"64,603,964","6,460,396,400",100,원(KRW)
697,103230,에스앤더블류,032901,일반 목적용 기계 제조업,"7,200,000","3,600,000,000",500,원(KRW)
698,900080,에스앤씨엔진그룹,116409,기타 금융업,"123,759,593","641,928,600",0,중국위안(CNY)
699,101490,에스앤에스텍,032602,전자부품 제조업,"19,735,331","9,867,665,500",500,원(KRW)
700,095910,에스에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","13,364,321","6,682,160,500",500,원(KRW)
701,275630,에스에스알,105802,소프트웨어 개발 및 공급업,"5,794,561","2,897,280,500",500,원(KRW)
702,031330,에스에이엠티,074605,기계장비 및 관련 물품 도매업,"99,995,067","49,997,533,500",500,원(KRW)
703,060540,에스에이티,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,133,306","13,066,653,000",500,원(KRW)
704,112240,에스에프씨,032202,플라스틱제품 제조업,"43,981,834","21,990,917,000",500,원(KRW)
705,056190,에스에프에이,032902,특수 목적용 기계 제조업,"35,908,760","17,954,380,000",500,원(KRW)
706,080000,에스엔유,032902,특수 목적용 기계 제조업,"34,322,870","17,161,435,000",500,원(KRW)
707,160600,에스엔텍비엠,032902,특수 목적용 기계 제조업,"30,136,203","15,068,101,500",500,원(KRW)
708,041510,에스엠,105902,오디오물 출판 및 원판 녹음업,"23,447,101","11,723,550,500",500,원(KRW)
709,007820,에스엠코어,032901,일반 목적용 기계 제조업,"20,033,946","10,016,973,000",500,원(KRW)
710,109610,에스와이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","24,949,345","12,474,672,500",500,원(KRW)
711,306040,에스제이그룹,031501,"가죽, 가방 및 유사제품 제조업","3,294,600","1,647,300,000",500,원(KRW)
712,080440,에스제이케이,074502,자동차 부품 및 내장품 판매업,"13,325,960","6,662,980,000",500,원(KRW)
713,096630,에스코넥,032604,통신 및 방송 장비 제조업,"65,265,724","13,053,144,800",200,원(KRW)
714,069510,에스텍,032605,영상 및 음향기기 제조업,"10,910,000","5,455,000,000",500,원(KRW)
715,041910,에스텍파마,032102,의약품 제조업,"11,898,263","5,949,131,500",500,원(KRW)
716,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,921,180","5,960,590,000",500,원(KRW)
717,039440,에스티아이,032902,특수 목적용 기계 제조업,"15,830,000","7,915,000,000",500,원(KRW)
718,098660,에스티오,031401,봉제의복 제조업,"12,500,976","6,250,488,000",500,원(KRW)
719,052020,에스티큐브,074605,기계장비 및 관련 물품 도매업,"27,150,631","13,575,315,500",500,원(KRW)
720,237690,에스티팜,032102,의약품 제조업,"18,656,000","9,328,000,000",500,원(KRW)
721,050760,에스폴리텍,032202,플라스틱제품 제조업,"16,334,678","8,167,339,000",500,원(KRW)
722,288620,에스퓨얼셀,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","5,744,316","2,872,158,000",500,원(KRW)
723,317830,에스피시스템스,032902,특수 목적용 기계 제조업,"8,145,700","814,570,000",100,원(KRW)
724,058610,에스피지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500",500,원(KRW)
725,043340,에쎈테크,032901,일반 목적용 기계 제조업,"72,000,000","36,000,000,000",500,원(KRW)
726,054630,에이디칩스,033309,그외 기타 제품 제조업,"44,384,805","22,192,402,500",500,원(KRW)
727,200710,에이디테크놀로지,032601,반도체 제조업,"9,261,533","4,925,525,000",500,원(KRW)
728,298380,에이비엘바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"45,303,350","22,651,675,000",500,원(KRW)
729,195990,에이비프로바이오,032902,특수 목적용 기계 제조업,"176,763,746","88,381,873,000",500,원(KRW)
730,003800,에이스침대,033201,가구 제조업,"11,090,000","11,090,000,000","1,000",원(KRW)
731,088800,에이스테크,032604,통신 및 방송 장비 제조업,"38,858,022","19,429,011,000",500,원(KRW)
732,241840,에이스토리,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","9,318,240","4,659,120,000",500,원(KRW)
733,138360,에이씨티,032004,기타 화학제품 제조업,"27,268,234","13,634,117,000",500,원(KRW)
734,039230,에이아이비트,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","104,362,573","52,181,286,500",500,원(KRW)
735,050320,에이앤티앤,074605,기계장비 및 관련 물품 도매업,"31,661,760","3,166,176,000",100,원(KRW)
736,312610,에이에프더블류,032802,일차전지 및 축전지 제조업,"10,128,444","5,064,222,000",500,원(KRW)
737,072990,에이치시티,137209,기타 과학기술 서비스업,"6,869,651","3,434,825,500",500,원(KRW)
738,176440,에이치엔티,032602,전자부품 제조업,"85,739,345","8,573,934,500",100,원(KRW)
739,028300,에이치엘비,033101,선박 및 보트 건조업,"42,738,918","21,369,459,000",500,원(KRW)
740,067630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","47,057,453","23,528,726,500",500,원(KRW)
741,043220,에이치엘비파워,032902,특수 목적용 기계 제조업,"91,115,377","45,557,688,500",500,원(KRW)
742,239610,에이치엘사이언스,031007,기타 식품 제조업,"5,142,148","2,571,074,000",500,원(KRW)
743,044780,에이치케이,032902,특수 목적용 기계 제조업,"18,505,787","9,252,893,500",500,원(KRW)
744,071670,에이테크솔루션,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",500,원(KRW)
745,045660,에이텍,032603,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000",500,원(KRW)
746,224110,에이텍티앤,032604,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000",500,원(KRW)
747,021080,에이티넘인베스트,116402,신탁업 및 집합투자업,"48,000,000","24,000,000,000",500,원(KRW)
748,089530,에이티세미콘,032601,반도체 제조업,"83,126,678","41,563,339,000",500,원(KRW)
749,109960,에이프로젠 H&G,074607,기타 전문 도매업,"178,695,217","89,347,608,500",500,원(KRW)
750,089970,에이피티씨,032902,특수 목적용 기계 제조업,"23,234,595","2,323,459,500",100,원(KRW)
751,230240,에치에프알,032604,통신 및 방송 장비 제조업,"11,982,020","5,991,010,000",500,원(KRW)
752,064510,에코마이스터,032902,특수 목적용 기계 제조업,"13,361,083","6,680,541,500",500,원(KRW)
753,230360,에코마케팅,137103,광고업,"16,198,937","1,619,893,700",100,원(KRW)
754,038870,에코바이오,147401,사업시설 유지·관리 서비스업,"11,610,994","5,805,497,000",500,원(KRW)
755,128540,에코캡,033003,자동차 신품 부품 제조업,"14,558,800","1,455,880,000",100,원(KRW)
756,086520,에코프로,032004,기타 화학제품 제조업,"22,090,191","11,045,095,500",500,원(KRW)
757,247540,에코프로비엠,032802,일차전지 및 축전지 제조업,"20,555,966","10,277,983,000",500,원(KRW)
758,038110,에코플라스틱,033003,자동차 신품 부품 제조업,"25,669,370","12,834,685,000",500,원(KRW)
759,073540,에프알텍,032604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000",500,원(KRW)
760,064090,에프앤리퍼블릭,074608,상품 종합 도매업,"66,738,075","33,369,037,500",500,원(KRW)
761,036810,에프에스티,032602,전자부품 제조업,"20,233,814","10,116,907,000",500,원(KRW)
762,173940,에프엔씨엔터,189001,창작 및 예술관련 서비스업,"14,364,880","7,182,440,000",500,원(KRW)
763,083500,에프엔에스테크,032902,특수 목적용 기계 제조업,"7,425,062","3,712,531,000",500,원(KRW)
764,054940,엑사이엔씨,064204,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000",500,원(KRW)
765,950130,엑세스바이오,032103,의료용품 및 기타 의약 관련제품 제조업,"33,577,659",0,0,미국달러(USD)
766,205100,엑셈,105802,소프트웨어 개발 및 공급업,"33,882,273","3,388,227,300",100,원(KRW)
767,092870,엑시콘,032902,특수 목적용 기계 제조업,"8,883,500","4,441,750,000",500,원(KRW)
768,317870,엔바이오니아,033309,그외 기타 제품 제조업,"7,440,555","3,720,277,500",500,원(KRW)
769,067570,엔브이에이치코리아,033003,자동차 신품 부품 제조업,"28,722,222","14,558,739,000",500,원(KRW)
770,101400,엔시트론,032601,반도체 제조업,"135,396,480","13,539,648,000",100,원(KRW)
771,217820,엔에스,032902,특수 목적용 기계 제조업,"9,800,000","4,900,000,000",500,원(KRW)
772,031860,엔에스엔,074608,상품 종합 도매업,"26,069,298","13,034,649,000",500,원(KRW)
773,273060,엔에이치스팩12호,116601,금융 지원 서비스업,"7,510,000","751,000,000",100,원(KRW)
774,310840,엔에이치스팩13호,116601,금융 지원 서비스업,"3,420,000","342,000,000",100,원(KRW)
775,319400,엔에이치스팩14호,116601,금융 지원 서비스업,"8,620,000","862,000,000",100,원(KRW)
776,339950,엔에이치스팩15,116601,금융 지원 서비스업,"6,540,000","654,000,000",100,원(KRW)
777,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"10,046,564","5,023,282,000",500,원(KRW)
778,183490,엔지켐생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"7,859,262","3,929,631,000",500,원(KRW)
779,182400,엔케이맥스,032101,기초 의약물질 및 생물학적 제제 제조업,"31,231,064","15,615,532,000",500,원(KRW)
780,206400,엔터메이트,105802,소프트웨어 개발 및 공급업,"83,314,615","8,331,461,500",100,원(KRW)
781,069410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500",500,원(KRW)
782,048830,엔피케이,032002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500",500,원(KRW)
783,096870,엘디티,032601,반도체 제조업,"6,678,400","3,339,200,000",500,원(KRW)
784,061970,엘비세미콘,032601,반도체 제조업,"43,784,592","21,892,296,000",500,원(KRW)
785,138690,엘아이에스,032902,특수 목적용 기계 제조업,"16,026,971","8,013,485,500",500,원(KRW)
786,290650,엘앤씨바이오,032102,의약품 제조업,"7,359,332","3,679,666,000",500,원(KRW)
787,066970,엘앤에프,032802,일차전지 및 축전지 제조업,"24,758,729","12,379,364,500",500,원(KRW)
788,156100,엘앤케이바이오,032701,의료용 기기 제조업,"10,778,736","5,389,368,000",500,원(KRW)
789,073110,엘엠에스,032602,전자부품 제조업,"8,895,755","4,522,877,500",500,원(KRW)
790,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"13,258,256","6,629,128,000",500,원(KRW)
791,037950,엘컴텍,032602,전자부품 제조업,"84,447,519","42,223,759,500",500,원(KRW)
792,170920,엘티씨,032001,기초 화학물질 제조업,"7,519,943","3,759,971,500",500,원(KRW)
793,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500",500,원(KRW)
794,019590,엠벤처투자,116402,신탁업 및 집합투자업,"60,142,180","30,071,090,000",500,원(KRW)
795,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"17,863,482","8,931,741,000",500,원(KRW)
796,179290,엠아이텍,032701,의료용 기기 제조업,"30,423,558","15,211,779,000",500,원(KRW)
797,009780,엠에스씨,031007,기타 식품 제조업,"17,600,000","8,800,000,000",500,원(KRW)
798,123040,엠에스오토텍,033003,자동차 신품 부품 제조업,"34,018,471","17,009,235,500",500,원(KRW)
799,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"17,067,619","8,533,809,500",500,원(KRW)
800,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500",500,원(KRW)
801,259630,엠플러스,032902,특수 목적용 기계 제조업,"5,167,713","2,583,856,500",500,원(KRW)
802,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000",500,원(KRW)
803,090740,연이정보통신,032602,전자부품 제조업,"18,898,551","9,449,275,500",500,원(KRW)
804,007530,영신금속,032509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000",500,원(KRW)
805,143540,영우디에스피,032902,특수 목적용 기계 제조업,"30,193,507","15,096,753,500",500,원(KRW)
806,036180,영인프런티어,074605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500",500,원(KRW)
807,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000",500,원(KRW)
808,265560,영화테크,033003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000",500,원(KRW)
809,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500",500,원(KRW)
810,250930,예선테크,032202,플라스틱제품 제조업,"33,000,440","3,300,044,000",100,원(KRW)
811,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000",500,원(KRW)
812,122640,예스티,032902,특수 목적용 기계 제조업,"14,003,328","7,001,664,000",500,원(KRW)
813,900300,오가닉티코스메틱,116409,기타 금융업,"56,925,000","346,362,612",0,중국위안(CNY)
814,045060,오공,032004,기타 화학제품 제조업,"16,941,974","8,470,987,000",500,원(KRW)
815,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500",500,원(KRW)
816,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000",500,원(KRW)
817,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500",500,원(KRW)
818,014940,오리엔탈정공,032901,일반 목적용 기계 제조업,"45,573,661","22,786,830,500",500,원(KRW)
819,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000",500,원(KRW)
820,010470,오리콤,137103,광고업,"11,704,050","11,704,050,000","1,000",원(KRW)
821,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000",500,원(KRW)
822,052420,오성첨단소재,032202,플라스틱제품 제조업,"61,966,225","31,044,396,500",500,원(KRW)
823,241790,오션브릿지,032902,특수 목적용 기계 제조업,"10,002,634","5,001,317,000",500,원(KRW)
824,039200,오스코텍,032102,의약품 제조업,"29,200,311","14,600,155,500",500,원(KRW)
825,226400,오스테오닉,032701,의료용 기기 제조업,"8,458,466","4,229,233,000",500,원(KRW)
826,031510,오스템,033003,자동차 신품 부품 제조업,"26,000,000","13,000,000,000",500,원(KRW)
827,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500",500,원(KRW)
828,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"10,624,095","5,312,047,500",500,원(KRW)
829,080580,오킨스전자,032602,전자부품 제조업,"6,939,022","3,469,511,000",500,원(KRW)
830,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500",500,원(KRW)
831,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000",500,원(KRW)
832,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500",500,원(KRW)
833,244460,올리패스,032101,기초 의약물질 및 생물학적 제제 제조업,"15,969,001","7,984,500,500",500,원(KRW)
834,226950,올릭스,137001,자연과학 및 공학 연구개발업,"6,530,121","3,265,060,500",500,원(KRW)
835,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","40,679,015","20,339,507,500",500,원(KRW)
836,057680,옴니텔,105802,소프트웨어 개발 및 공급업,"40,494,755","20,247,377,500",500,원(KRW)
837,082210,옵트론텍,032703,사진장비 및 광학기기 제조업,"23,675,951","11,837,975,500",500,원(KRW)
838,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000",500,원(KRW)
839,153710,옵티팜,032103,의료용품 및 기타 의약 관련제품 제조업,"14,377,758","7,188,879,000",500,원(KRW)
840,052770,와이디온라인,105802,소프트웨어 개발 및 공급업,"7,291,079","3,645,539,500",500,원(KRW)
841,122990,와이솔,032602,전자부품 제조업,"28,171,941","14,085,970,500",500,원(KRW)
842,232140,와이아이케이,032902,특수 목적용 기계 제조업,"61,788,456","6,178,845,600",100,원(KRW)
843,067900,와이엔텍,053802,폐기물 처리업,"18,199,659","9,099,829,500",500,원(KRW)
844,155650,와이엠씨,032602,전자부품 제조업,"19,974,358","9,987,179,000",500,원(KRW)
845,251370,와이엠티,032001,기초 화학물질 제조업,"7,405,200","3,702,600,000",500,원(KRW)
846,066430,와이오엠,074607,기타 전문 도매업,"14,833,246","7,416,623,000",500,원(KRW)
847,193250,와이제이엠게임즈,032602,전자부품 제조업,"54,147,235","5,414,723,500",100,원(KRW)
